Task_1.py :-
$ jupyter nbconvert --to script Task_1.ipynb
$ python -m cProfile Task_1.py

         349587642 function calls (349577830 primitive calls) in 262.126 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1393(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1451(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1456(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1459(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1462(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1467(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1470(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1473(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1488(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1491(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1494(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1497(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1500(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1507(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1512(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:177(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
        1    0.000    0.000    0.084    0.084 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.053    0.053 cm.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        1    0.000    0.000    0.024    0.024 cm.py:53(_gen_cmap_registry)
        1    0.000    0.000    0.000    0.000 cm.py:75(_DeprecatedCmapDictWrapper)
        1    0.000    0.000    0.000    0.000 cm.py:78(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:1062(make_identity_dict)
        1    0.000    0.000    0.000    0.000 codecs.py:1070(<dictcomp>)
        3    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        4    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       48    0.003    0.000    0.003    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 colors.py:102(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:1099(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1169(DivergingNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1174(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1238(SymLogNorm)
      426    0.001    0.000    0.003    0.000 colors.py:124(_is_nth_color)
       76    0.000    0.000    0.006    0.000 colors.py:129(is_color_like)
        1    0.000    0.000    0.000    0.000 colors.py:1367(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1418(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1525(NoNorm)
      350    0.002    0.000    0.015    0.000 colors.py:161(to_rgba)
        1    0.000    0.000    0.000    0.000 colors.py:1681(LightSource)
      258    0.003    0.000    0.012    0.000 colors.py:197(_to_rgba_no_colorcycle)
       52    0.000    0.000    0.000    0.000 colors.py:224(<genexpr>)
      976    0.001    0.000    0.003    0.000 colors.py:266(<genexpr>)
     1220    0.001    0.000    0.001    0.000 colors.py:276(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:371(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:509(Colormap)
      166    0.000    0.000    0.000    0.000 colors.py:521(__init__)
        1    0.000    0.000    0.035    0.035 colors.py:66(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:695(LinearSegmentedColormap)
      126    0.000    0.000    0.001    0.000 colors.py:704(__init__)
       32    0.002    0.000    0.020    0.001 colors.py:776(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:80(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
       63    0.000    0.000    0.003    0.000 colors.py:829(reversed)
       63    0.000    0.000    0.002    0.000 colors.py:848(<dictcomp>)
      188    0.002    0.000    0.002    0.000 colors.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:861(ListedColormap)
       40    0.001    0.000    0.001    0.000 colors.py:889(__init__)
       20    0.000    0.000    0.001    0.000 colors.py:929(reversed)
        1    0.000    0.000    0.000    0.000 colors.py:956(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:97(<dictcomp>)
        3    0.000    0.000    0.265    0.088 common.py:1(<module>)
       72    0.000    0.000    0.000    0.000 common.py:1006(is_signed_integer_dtype)
       72    0.000    0.000    0.000    0.000 common.py:1063(is_unsigned_integer_dtype)
       27    0.000    0.000    0.003    0.000 common.py:107(iterparse)
       26    0.000    0.000    0.000    0.000 common.py:116(_validate_header_arg)
       96    0.000    0.000    0.002    0.000 common.py:1163(is_datetime64_any_dtype)
       37    0.000    0.000    0.000    0.000 common.py:126(_stringify_path)
      576    0.003    0.000    0.005    0.000 common.py:1284(is_datetime_or_timedelta_dtype)
      552    0.002    0.000    0.020    0.000 common.py:1466(needs_i8_conversion)
      195    0.000    0.000    0.000    0.000 common.py:150(cast_scalar_indexer)
       48    0.000    0.000    0.000    0.000 common.py:1510(is_numeric_dtype)
        5    0.000    0.000    0.000    0.000 common.py:155(is_s3_url)
      199    0.000    0.000    0.001    0.000 common.py:1553(is_string_like_dtype)
      199    0.000    0.000    0.000    0.000 common.py:1582(<lambda>)
      218    0.001    0.000    0.002    0.000 common.py:1585(is_float_dtype)
      162    0.001    0.000    0.002    0.000 common.py:1619(is_bool_dtype)
        5    0.000    0.000    0.000    0.000 common.py:163(is_gcs_url)
        3    0.000    0.000    0.000    0.000 common.py:168(_not_none)
      237    0.001    0.000    0.007    0.000 common.py:1684(is_extension_type)
        5    0.000    0.000    0.001    0.000 common.py:171(get_filepath_or_buffer)
       24    0.000    0.000    0.000    0.000 common.py:172(<genexpr>)
     2440    0.007    0.000    0.017    0.000 common.py:1743(is_extension_array_dtype)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
       54    0.000    0.000    0.000    0.000 common.py:180(ensure_python_int)
     1327    0.003    0.000    0.011    0.000 common.py:1825(_is_dtype)
       27    0.000    0.000    0.000    0.000 common.py:185(_all_none)
     1490    0.002    0.000    0.003    0.000 common.py:1850(_get_dtype)
     3440    0.008    0.000    0.016    0.000 common.py:1886(_is_dtype_type)
       21    0.000    0.000    0.000    0.000 common.py:195(_any_not_none)
     1431    0.002    0.000    0.004    0.000 common.py:2020(pandas_dtype)
     3061    0.002    0.000    0.002    0.000 common.py:209(classes)
     3061    0.002    0.000    0.004    0.000 common.py:211(<lambda>)
      379    0.000    0.000    0.000    0.000 common.py:214(classes_and_not_datetimelike)
      379    0.000    0.000    0.001    0.000 common.py:219(<lambda>)
     1443    0.004    0.000    0.012    0.000 common.py:225(is_object_dtype)
       96    0.001    0.000    0.002    0.000 common.py:240(asarray_tuplesafe)
        6    0.000    0.000    0.000    0.000 common.py:247(_infer_compression)
      803    0.003    0.000    0.006    0.000 common.py:255(is_sparse)
        1    0.000    0.000    0.000    0.000 common.py:26(DTDForbidden)
       24    0.000    0.000    0.000    0.000 common.py:297(maybe_iterable_to_list)
       27    0.000    0.000    0.051    0.002 common.py:301(_get_handle)
        1    0.000    0.000    0.000    0.000 common.py:31(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 common.py:35(SettingWithCopyWarning)
      579    0.001    0.000    0.007    0.000 common.py:357(is_categorical)
        1    0.000    0.000    0.000    0.000 common.py:37(NameResolutionError)
        1    0.000    0.000    0.000    0.000 common.py:41(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 common.py:430(BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:453(MMapWrapper)
        1    0.000    0.000    0.000    0.000 common.py:490(UTF8Recoder)
        1    0.000    0.000    0.001    0.001 common.py:5(<module>)
      436    0.001    0.000    0.004    0.000 common.py:508(is_datetime64_dtype)
        3    0.000    0.000    0.000    0.000 common.py:516(UnicodeWriter)
        1    0.000    0.000    0.000    0.000 common.py:53(<setcomp>)
     1704    0.003    0.000    0.014    0.000 common.py:539(is_datetime64tz_dtype)
      388    0.001    0.000    0.003    0.000 common.py:577(is_timedelta64_dtype)
        1    0.000    0.000    0.000    0.000 common.py:59(ExternalReferenceForbidden)
     1306    0.002    0.000    0.016    0.000 common.py:608(is_period_dtype)
      546    0.001    0.000    0.005    0.000 common.py:642(is_interval_dtype)
      981    0.001    0.000    0.007    0.000 common.py:678(is_categorical_dtype)
        1    0.000    0.000    0.000    0.000 common.py:68(BaseIterator)
        1    0.000    0.000    0.008    0.008 common.py:7(<module>)
     1128    0.002    0.000    0.013    0.000 common.py:711(is_string_dtype)
      933    0.002    0.000    0.006    0.000 common.py:741(condition)
        1    0.000    0.000    0.000    0.000 common.py:75(NotSupportedError)
        7    0.000    0.000    0.000    0.000 common.py:80(_is_url)
       24    0.000    0.000    0.001    0.000 common.py:814(is_datetimelike)
       98    0.000    0.000    0.000    0.000 common.py:862(is_dtype_equal)
        2    0.000    0.000    0.000    0.000 common.py:93(_generate_etree_functions)
      187    0.000    0.000    0.001    0.000 common.py:951(is_integer_dtype)
        8    0.000    0.000    0.009    0.001 common.py:97(parse)
       42    0.000    0.000    0.000    0.000 common.py:98(_expand_user)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        3    0.000    0.000    0.000    0.000 compat.py:6(_mpl_version)
        1    0.000    0.000    0.001    0.001 compdoc.py:11(<module>)
        1    0.000    0.000    0.000    0.000 compdoc.py:29(CompDocError)
        1    0.000    0.000    0.000    0.000 compdoc.py:32(DirNode)
        1    0.000    0.000    0.000    0.000 compdoc.py:74(CompDoc)
       24    0.000    0.000    0.000    0.000 concat.py:100(<genexpr>)
        6    0.000    0.000    0.000    0.000 concat.py:105(<genexpr>)
        8    0.000    0.000    0.021    0.003 concat.py:108(_concat_compat)
        1    0.000    0.000    0.000    0.000 concat.py:116(JoinUnit)
      112    0.000    0.000    0.000    0.000 concat.py:117(__init__)
        8    0.000    0.000    0.000    0.000 concat.py:127(is_nonempty)
       56    0.000    0.000    0.001    0.000 concat.py:130(needs_filling)
       56    0.000    0.000    0.001    0.000 concat.py:139(dtype)
       16    0.000    0.000    0.000    0.000 concat.py:141(<genexpr>)
       16    0.000    0.000    0.000    0.000 concat.py:142(<genexpr>)
      112    0.001    0.000    0.014    0.000 concat.py:149(is_na)
       16    0.000    0.000    0.000    0.000 concat.py:156(<genexpr>)
       64    0.000    0.000    0.000    0.000 concat.py:157(<genexpr>)
       56    0.001    0.000    0.043    0.001 concat.py:177(get_reindexed_values)
        1    0.000    0.000    0.000    0.000 concat.py:2(<module>)
        8    0.000    0.000    0.069    0.009 concat.py:241(concatenate_join_units)
        8    0.000    0.000    0.043    0.005 concat.py:252(<listcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:261(_Concatenator)
        3    0.000    0.000    0.003    0.001 concat.py:266(__init__)
        8    0.001    0.000    0.005    0.001 concat.py:273(get_empty_dtype_and_na)
       21    0.005    0.000    0.005    0.000 concat.py:28(get_mgr_concatenation_plan)
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        3    0.000    0.000    0.140    0.047 concat.py:31(concat)
        8    0.000    0.000    0.003    0.000 concat.py:33(get_dtype_kinds)
        3    0.000    0.000    0.000    0.000 concat.py:353(<listcomp>)
       16    0.000    0.000    0.015    0.001 concat.py:379(is_uniform_join_units)
      128    0.000    0.000    0.000    0.000 concat.py:388(<genexpr>)
      128    0.000    0.000    0.014    0.000 concat.py:392(<genexpr>)
       80    0.000    0.000    0.000    0.000 concat.py:395(<genexpr>)
        8    0.000    0.000    0.000    0.000 concat.py:402(is_uniform_reindex)
       16    0.000    0.000    0.000    0.000 concat.py:405(<genexpr>)
        3    0.000    0.000    0.137    0.046 concat.py:430(get_result)
       19    0.000    0.000    0.001    0.000 concat.py:438(combine_concat_plans)
      133    0.000    0.000    0.000    0.000 concat.py:463(_next_or_none)
        3    0.000    0.000    0.000    0.000 concat.py:483(_get_result_dim)
        3    0.000    0.000    0.002    0.001 concat.py:489(_get_new_axes)
        3    0.000    0.000    0.002    0.001 concat.py:525(_get_comb_axis)
        3    0.000    0.000    0.000    0.000 concat.py:535(_get_concat_axis)
        3    0.000    0.000    0.000    0.000 concat.py:568(<listcomp>)
       24    0.000    0.000    0.000    0.000 concat.py:571(<genexpr>)
        3    0.000    0.000    0.000    0.000 concat.py:93(_get_frame_result_type)
        3    0.000    0.000    0.000    0.000 config.py:101(_get_option)
        1    0.000    0.000    0.000    0.000 config.py:181(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:184(__init__)
        1    0.000    0.000    0.000    0.000 config.py:227(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:228(__init__)
        3    0.000    0.000    0.000    0.000 config.py:232(__call__)
        1    0.000    0.000    0.000    0.000 config.py:382(option_context)
       53    0.001    0.000    0.004    0.000 config.py:415(register_option)
        1    0.000    0.000    0.000    0.000 config.py:483(deprecate_option)
        1    0.000    0.000    0.009    0.009 config.py:49(<module>)
        3    0.000    0.000    0.000    0.000 config.py:535(_select_options)
        3    0.000    0.000    0.000    0.000 config.py:553(_get_root)
        6    0.000    0.000    0.000    0.000 config.py:568(_get_deprecated_option)
        3    0.000    0.000    0.000    0.000 config.py:596(_translate_key)
        3    0.000    0.000    0.000    0.000 config.py:609(_warn_if_deprecated)
       36    0.000    0.000    0.000    0.000 config.py:702(config_prefix)
        1    0.000    0.000    0.000    0.000 config.py:73(OptionError)
       54    0.000    0.000    0.000    0.000 config.py:732(wrap)
       53    0.000    0.000    0.005    0.000 config.py:733(inner)
        4    0.000    0.000    0.000    0.000 config.py:755(is_type_factory)
       23    0.000    0.000    0.000    0.000 config.py:769(inner)
        6    0.000    0.000    0.000    0.000 config.py:777(is_instance_factory)
        8    0.000    0.000    0.000    0.000 config.py:796(inner)
        7    0.000    0.000    0.000    0.000 config.py:804(is_one_of_factory)
        7    0.000    0.000    0.000    0.000 config.py:806(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:807(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:809(inner)
        3    0.000    0.000    0.000    0.000 config.py:83(_get_single_key)
        1    0.000    0.000    0.005    0.005 config_init.py:11(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:304(is_terminal)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
       24    0.001    0.000    0.656    0.027 construction.py:216(init_dict)
       24    0.001    0.000    0.484    0.020 construction.py:300(_homogenize)
        1    0.000    0.000    0.000    0.000 construction.py:4(<module>)
      243    0.003    0.000    0.487    0.002 construction.py:630(sanitize_array)
       24    0.000    0.000    0.606    0.025 construction.py:69(arrays_to_mgr)
      243    0.002    0.000    0.361    0.001 construction.py:759(_try_cast)
       24    0.000    0.000    0.004    0.000 contextlib.py:107(__enter__)
       24    0.000    0.000    0.001    0.000 contextlib.py:116(__exit__)
       35    0.000    0.000    0.001    0.000 contextlib.py:210(contextmanager)
       24    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
       24    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.056    0.056 converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 converter.py:1030(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 converter.py:1098(TimeSeries_TimedeltaFormatter)
        1    0.000    0.000    0.000    0.000 converter.py:123(TimeConverter)
        1    0.000    0.000    0.000    0.000 converter.py:150(TimeFormatter)
        1    0.000    0.000    0.000    0.000 converter.py:193(PeriodConverter)
        1    0.000    0.000    0.000    0.000 converter.py:252(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 converter.py:325(PandasAutoDateFormatter)
        1    0.000    0.000    0.000    0.000 converter.py:330(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 converter.py:355(MilliSecondLocator)
        2    0.000    0.000    0.000    0.000 converter.py:46(get_pairs)
        2    0.000    0.000    0.000    0.000 converter.py:58(register)
        1    0.000    0.000    0.000    0.000 converter.py:936(TimeSeries_DateLocator)
      410    0.001    0.000    0.002    0.000 copy.py:269(_reconstruct)
        1    0.000    0.000    0.003    0.003 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
      411    0.002    0.000    0.005    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      410    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.551    0.551 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1018(LinePlot)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1205(AreaPlot)
        4    0.000    0.000    0.001    0.000 core.py:123(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1275(BarPlot)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
        1    0.000    0.000    0.000    0.000 core.py:1419(BarhPlot)
        1    0.000    0.000    0.000    0.000 core.py:1441(PiePlot)
       44    0.000    0.000    0.002    0.000 core.py:146(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:163(MAError)
        1    0.000    0.000    0.000    0.000 core.py:171(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
        1    0.001    0.001    0.008    0.008 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3365(shape)
        1    0.000    0.000    0.000    0.000 core.py:48(MPLPlot)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6556(_frommethod)
       26    0.000    0.000    0.002    0.000 core.py:6567(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6572(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        1    0.000    0.000    0.000    0.000 core.py:820(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        1    0.000    0.000    0.000    0.000 core.py:854(PlanePlot)
        1    0.000    0.000    0.000    0.000 core.py:859(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        1    0.000    0.000    0.000    0.000 core.py:875(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
       53    0.001    0.000    0.002    0.000 core.py:892(__init__)
        1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
       27    0.000    0.000    0.001    0.000 core.py:919(__init__)
        1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:922(ScatterPlot)
        1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:988(HexBinPlot)
       18    0.000    0.000    0.001    0.000 core.py:995(__init__)
       96    0.000    0.000    0.000    0.000 cp437.py:14(decode)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp437.py:28(StreamReader)
        1    0.000    0.000    0.001    0.001 cp437.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
       19    0.000    0.000    0.000    0.000 csvs.py:133(<genexpr>)
        3    0.000    0.000   21.794    7.265 csvs.py:155(save)
        3    0.000    0.000    0.000    0.000 csvs.py:224(_save_header)
        1    0.000    0.000    0.000    0.000 csvs.py:3(<module>)
        3    0.014    0.005   21.771    7.257 csvs.py:308(_save)
        1    0.000    0.000    0.000    0.000 csvs.py:31(CSVFormatter)
        3    0.000    0.000    0.002    0.001 csvs.py:32(__init__)
       98    0.161    0.002   21.757    0.222 csvs.py:326(_save_chunk)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       10    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        2    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       11    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       22    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        2    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
        4    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1052(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1124(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1230(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1475(YearLocator)
        1    0.000    0.000    0.038    0.038 dates.py:149(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1558(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1583(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1611(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1637(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1657(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1677(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1697(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1872(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:1928(ConciseDateConverter)
        1    0.000    0.000    0.001    0.001 dates.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:589(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:621(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:648(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:846(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:947(rrulewrapper)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.106    0.106 datetimelike.py:1(<module>)
       18    0.000    0.000    0.000    0.000 datetimelike.py:120(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 datetimelike.py:144(DatelikeOps)
       98    0.000    0.000    0.001    0.000 datetimelike.py:151(asi8)
       98    0.000    0.000    0.000    0.000 datetimelike.py:1589(validate_inferred_freq)
       98    0.000    0.000    0.001    0.000 datetimelike.py:1624(maybe_infer_freq)
        8    0.000    0.000    0.000    0.000 datetimelike.py:185(_join_i8_wrapper)
        1    0.000    0.000    0.002    0.002 datetimelike.py:193(TimelikeOps)
        1    0.000    0.000    0.006    0.006 datetimelike.py:3(<module>)
        1    0.000    0.000    0.001    0.001 datetimelike.py:327(DatetimeLikeArrayMixin)
       98    0.000    0.000    0.000    0.000 datetimelike.py:355(asi8)
