Task_2.py :-
$ jupyter nbconvert --to script Task_2.ipynb
$ python -m cProfile Task_2.py
         590484 function calls (581087 primitive calls) in 7.588 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:535(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:642(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:755(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:82(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:888(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:932(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:949(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:966(StixFonts)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1412(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1510(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:546(_MergeOperation)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
      354    0.001    0.000    0.084    0.000 missing.py:128(_isna_new)
      345    0.010    0.000    0.079    0.000 missing.py:219(_isna_ndarraylike)
        1    0.000    0.000    0.001    0.001 missing.py:23(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:376(_isna_compat)
        9    0.000    0.000    0.000    0.000 missing.py:393(array_equivalent)
      354    0.000    0.000    0.084    0.000 missing.py:48(isna)
        2    0.000    0.000    0.000    0.000 missing.py:501(_maybe_fill)
       10    0.000    0.000    0.000    0.000 missing.py:574(clean_reindex_fill_method)
       10    0.000    0.000    0.000    0.000 missing.py:75(clean_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:136(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:55(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:94(MultiIndexPyIntEngine)
        1    0.000    0.000    0.021    0.021 multiarray.py:7(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.025    0.025 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1318(make_nancomp)
        2    0.000    0.000    0.000    0.000 nanops.py:173(_get_fill_value)
        2    0.000    0.000    0.000    0.000 nanops.py:196(_maybe_get_mask)
        2    0.000    0.000    0.000    0.000 nanops.py:239(_get_values)
        2    0.000    0.000    0.000    0.000 nanops.py:340(_na_ok_dtype)
        2    0.000    0.000    0.000    0.000 nanops.py:405(nanany)
        1    0.000    0.000    0.000    0.000 nanops.py:43(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:53(disallow)
       13    0.000    0.000    0.000    0.000 nanops.py:54(__init__)
       33    0.000    0.000    0.000    0.000 nanops.py:56(<genexpr>)
       13    0.000    0.000    0.000    0.000 nanops.py:61(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:828(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:83(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:84(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:88(__call__)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.017    0.017 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
     3941    0.007    0.000    0.009    0.000 ntpath.py:122(splitdrive)
      596    0.003    0.000    0.006    0.000 ntpath.py:178(split)
      596    0.000    0.000    0.007    0.000 ntpath.py:219(dirname)
       16    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
     1381    0.000    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
      785    0.001    0.000    0.002    0.000 ntpath.py:67(isabs)
      696    0.004    0.000    0.009    0.000 ntpath.py:75(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        3    0.000    0.000    0.019    0.006 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:112(zeros_like)
        8    0.000    0.000    0.000    0.000 numeric.py:134(is_all_dates)
        6    0.000    0.000    0.000    0.000 numeric.py:1557(normalize_axis_tuple)
        6    0.000    0.000    0.000    0.000 numeric.py:1607(<listcomp>)
        3    0.000    0.000    0.000    0.000 numeric.py:1620(moveaxis)
        3    0.000    0.000    0.000    0.000 numeric.py:1683(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:202(IntegerIndex)
       30    0.000    0.000    0.000    0.000 numeric.py:2035(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:220(Int64Index)
        5    0.000    0.000    0.000    0.000 numeric.py:228(inferred_type)
        1    0.000    0.000    0.000    0.000 numeric.py:2318(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:238(_convert_scalar_indexer)
        2    0.000    0.000    0.000    0.000 numeric.py:2431(isclose)
        2    0.000    0.000    0.000    0.000 numeric.py:2508(within_tol)
        1    0.000    0.000    0.000    0.000 numeric.py:260(_is_compatible_with_other)
        3    0.000    0.000    0.000    0.000 numeric.py:262(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:2653(<dictcomp>)
       18    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
        1    0.000    0.000    0.000    0.000 numeric.py:275(UInt64Index)
       18    0.000    0.000    0.000    0.000 numeric.py:2758(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2988(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2995(errstate)
        9    0.000    0.000    0.000    0.000 numeric.py:3054(__init__)
        9    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
        9    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3069(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:349(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:37(NumericIndex)
  197/192    0.000    0.000    0.001    0.000 numeric.py:469(asarray)
        2    0.000    0.000    0.000    0.000 numeric.py:47(__new__)
      138    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
       11    0.000    0.000    0.000    0.000 numeric.py:676(require)
       11    0.000    0.000    0.000    0.000 numeric.py:748(<setcomp>)
       10    0.000    0.000    0.000    0.000 numeric.py:82(_shallow_copy)
        1    0.000    0.000    0.000    0.000 numeric.py:96(ComplexWarning)
      340    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
      170    0.000    0.000    0.001    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       16    0.000    0.000    0.000    0.000 numerictypes.py:578(_can_coerce_all)
       20    0.000    0.000    0.000    0.000 numerictypes.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        8    0.000    0.000    0.000    0.000 numerictypes.py:602(find_common_type)
        8    0.000    0.000    0.000    0.000 numerictypes.py:654(<listcomp>)
        8    0.000    0.000    0.000    0.000 numerictypes.py:655(<listcomp>)
        1    0.000    0.000    0.004    0.004 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numpy_.py:122(__init__)
        1    0.000    0.000    0.000    0.000 numpy_.py:165(__array__)
        1    0.000    0.000    0.000    0.000 numpy_.py:23(PandasDtype)
        2    0.000    0.000    0.000    0.000 numpy_.py:39(__init__)
       22    0.000    0.000    0.000    0.000 numpy_.py:443(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 numpy_.py:87(PandasArray)
        1    0.000    0.000    0.004    0.004 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1075(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1110(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1143(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1152(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1161(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1170(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1179(_CustomBusinessMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1275(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1281(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1291(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1396(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1457(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1519(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:157(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1639(_WeekOfMonthMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1664(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1739(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1812(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1899(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1908(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1923(QuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1935(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1994(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2005(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2016(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2026(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2040(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2242(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2450(Easter)
        4    0.000    0.000    0.000    0.000 offsets.py:2501(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2519(Tick)
       13    0.000    0.000    0.000    0.000 offsets.py:2524(__init__)
       14    0.000    0.000    0.000    0.000 offsets.py:2554(__eq__)
        2    0.000    0.000    0.000    0.000 offsets.py:2576(__ne__)
       16    0.000    0.000    0.000    0.000 offsets.py:2593(delta)
       10    0.000    0.000    0.000    0.000 offsets.py:2597(nanos)
        1    0.000    0.000    0.000    0.000 offsets.py:2654(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2659(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2664(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2669(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2674(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2679(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2684(Nano)
        1    0.000    0.000    0.000    0.000 offsets.py:2781(<dictcomp>)
        4    0.000    0.000    0.000    0.000 offsets.py:440(rule_code)
        1    0.000    0.000    0.000    0.000 offsets.py:473(SingleConstructorOffset)
        2    0.000    0.000    0.000    0.000 offsets.py:474(_from_name)
        1    0.000    0.000    0.000    0.000 offsets.py:482(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:501(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:525(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:534(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:640(BusinessHourMixin)
       16    0.000    0.000    0.000    0.000 offsets.py:94(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:979(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:997(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 ops.py:108(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:174(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:194(Op)
        1    0.000    0.000    0.001    0.001 ops.py:2(<module>)
        2    0.000    0.000    0.000    0.000 ops.py:320(ngroups)
        1    0.000    0.000    0.000    0.000 ops.py:330(BinOp)
        1    0.000    0.000    0.002    0.002 ops.py:369(<lambda>)
        2    0.000    0.000    0.000    0.000 ops.py:406(_get_cython_function)
        2    0.000    0.000    0.000    0.000 ops.py:410(get_func)
        1    0.000    0.000    0.002    0.002 ops.py:436(wrapper)
        2    0.000    0.000    0.010    0.005 ops.py:453(_cython_operation)
        1    0.000    0.000    0.000    0.000 ops.py:477(Div)
        1    0.000    0.000    0.000    0.000 ops.py:509(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:54(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:557(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:572(FuncNode)
        2    0.000    0.000    0.010    0.005 ops.py:594(aggregate)
        2    0.001    0.000    0.003    0.002 ops.py:602(_aggregate)
        1    0.000    0.000    0.000    0.000 ops.py:66(Term)
        1    0.000    0.000    0.001    0.001 ops.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:707(BinGrouper)
        2    0.000    0.000    0.000    0.000 ops.py:738(__init__)
        2    0.000    0.000    0.005    0.003 ops.py:810(group_info)
        2    0.000    0.000    0.000    0.000 ops.py:828(result_index)
        4    0.000    0.000    0.000    0.000 ops.py:835(levels)
        4    0.000    0.000    0.000    0.000 ops.py:839(names)
        4    0.000    0.000    0.004    0.001 ops.py:843(groupings)
        4    0.000    0.000    0.004    0.001 ops.py:848(<listcomp>)
        1    0.000    0.000    0.000    0.000 ops.py:880(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:927(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:932(FrameSplitter)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
      637    0.002    0.000    0.004    0.000 os.py:676(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
        1    0.000    0.000    0.000    0.000 os.py:716(setdefault)
        2    0.000    0.000    0.000    0.000 os.py:732(<lambda>)
      645    0.000    0.000    0.001    0.000 os.py:740(check_str)
      642    0.001    0.000    0.001    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.020    0.020 overrides.py:1(<module>)
       77    0.000    0.000    0.000    0.000 overrides.py:104(decorator)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:179(array_function_from_dispatcher)
       23    0.000    0.000    0.000    0.000 overrides.py:183(decorator)
       77    0.000    0.000    0.000    0.000 overrides.py:93(set_module)
        1    0.000    0.000    0.005    0.005 packers.py:39(<module>)
        1    0.000    0.000    0.000    0.000 packers.py:800(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:820(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:848(Iterator)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:136(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:47(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:75(PyArrowImpl)
       24    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
       12    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
        4    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
       12    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
       24    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.019    0.019 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        2    0.000    0.000    0.005    0.003 parsers.py:1133(_make_engine)
        2    0.000    0.000    1.319    0.659 parsers.py:1152(read)
        2    0.000    0.000    0.000    0.000 parsers.py:1177(_create_index)
        7    0.000    0.000    0.000    0.000 parsers.py:1191(_is_index_col)
        6    0.000    0.000    0.000    0.000 parsers.py:1195(_is_potential_multi_index)
       12    0.000    0.000    0.000    0.000 parsers.py:1212(<genexpr>)
        2    0.000    0.000    0.000    0.000 parsers.py:1292(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 parsers.py:1342(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1365(ParserBase)
        2    0.000    0.000    0.000    0.000 parsers.py:1366(__init__)
        3    0.000    0.000    0.000    0.000 parsers.py:1453(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1461(_should_parse_dates)
        2    0.000    0.000    0.000    0.000 parsers.py:1538(_maybe_dedup_names)
        4    0.000    0.000    0.000    0.000 parsers.py:1568(_maybe_make_multi_index_columns)
        2    0.000    0.000    0.091    0.046 parsers.py:1574(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1602(_get_simple_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1603(ix)
        1    0.001    0.001    0.091    0.091 parsers.py:1655(_agg_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1768(_infer_types)
        2    0.000    0.000    0.000    0.000 parsers.py:1874(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1891(CParserWrapper)
        2    0.005    0.003    0.005    0.003 parsers.py:1896(__init__)
        2    0.000    0.000    0.001    0.001 parsers.py:1991(close)
        2    0.000    0.000    0.000    0.000 parsers.py:2001(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:2022(_set)
        2    0.000    0.000    1.219    0.609 parsers.py:2057(read)
        2    0.000    0.000    0.000    0.000 parsers.py:2130(<listcomp>)
        2    0.000    0.000    0.000    0.000 parsers.py:2132(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2230(PythonParser)
        1    0.000    0.000    0.005    0.005 parsers.py:3(<module>)
        2    0.000    0.000    0.000    0.000 parsers.py:3257(_make_date_converter)
        1    0.000    0.000    0.090    0.090 parsers.py:3260(converter)
        2    0.000    0.000    0.000    0.000 parsers.py:3302(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 parsers.py:3311(_isindex)
        2    0.000    0.000    0.000    0.000 parsers.py:3394(_clean_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:3431(_clean_index_names)
        1    0.000    0.000    0.000    0.000 parsers.py:3593(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3699(FixedWidthFieldParser)
        4    0.000    0.000    0.000    0.000 parsers.py:371(_validate_integer)
        2    0.000    0.000    0.000    0.000 parsers.py:402(_validate_names)
        2    0.025    0.013    1.351    0.675 parsers.py:425(_read)
        2    0.000    0.000    0.000    0.000 parsers.py:538(_make_parser_function)
        2    0.000    0.000    1.351    0.675 parsers.py:539(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:794(TextFileReader)
        2    0.000    0.000    0.005    0.003 parsers.py:801(__init__)
        2    0.000    0.000    0.001    0.001 parsers.py:897(close)
        2    0.000    0.000    0.000    0.000 parsers.py:900(_get_options_with_defaults)
        2    0.000    0.000    0.000    0.000 parsers.py:940(_check_file_or_buffer)
        2    0.000    0.000    0.000    0.000 parsers.py:956(_clean_options)
        1    0.000    0.000    0.020    0.020 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1824(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1833(_Style)
        3    0.000    0.000    0.003    0.001 patches.py:1867(pprint_styles)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:1879(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1945(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2001(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2047(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2080(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2099(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2139(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2200(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2252(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2349(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2428(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2496(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2532(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2570(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2632(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:2726(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2923(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3053(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3060(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3077(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3094(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3111(CurveFilledA)
